Var1,Var2,Var3,Var4,Var5,Var6
P.FALCIPARUM/gametocits/DSCN0217.JPG,1471,1839,240,106,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2257,1739,240,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1921,1669,231,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1855,1490,210,218,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1938,1258,271,267,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2065,1442,236,240,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2231,1315,227,306,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2410,1315,175,284,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2187,1066,271,244,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2467,1114,126,284,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2532,992,61,109,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2423,712,170,284,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1890,568,214,284,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1842,113,262,254,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1921,9,262,187,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2039,367,253,218,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2178,725,236,232,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2139,148,214,302,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2257,0,275,135,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2349,131,223,284,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,2353,406,236,258,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0217.JPG,1248,756,288,288,infected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,29,105,175,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1,301,172,149,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,3,437,179,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,173,367,175,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,405,450,161,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,287,529,144,161,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,73,633,201,197,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,38,922,214,183,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,103,1092,201,218,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,51,1319,188,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,269,869,201,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,274,690,192,149,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,405,607,161,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,330,205,210,240,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,313,4,205,88,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,496,9,166,61,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,606,57,170,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,776,4,188,123,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,772,131,179,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,916,83,153,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1077,9,184,126,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1029,140,184,135,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1077,253,184,123,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1099,376,184,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1318,4,227,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,719,577,179,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,863,638,153,148,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,894,743,144,118,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,846,839,148,139,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,711,729,187,127,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,667,861,192,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,514,834,157,193,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,636,983,171,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,628,1083,135,123,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,488,1101,183,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,361,1153,153,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,247,1319,197,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,247,1446,162,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,108,1551,179,183,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,287,1629,192,184,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1,1857,181,88,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,488,1664,174,158,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,470,1306,206,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,422,1476,131,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,545,1559,148,136,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,698,1547,175,157,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,780,1293,193,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,815,1415,184,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1108,935,179,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,968,1027,179,131,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1126,1179,187,184,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,973,1123,144,126,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1043,1284,135,149,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,951,1245,135,127,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1003,1428,166,136,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,898,1542,162,157,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,776,1699,153,131,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,794,1826,174,109,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,911,1695,149,157,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,968,1808,175,137,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1051,1725,171,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1209,1800,139,145,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1305,1822,131,123,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1436,1826,131,119,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1554,1774,161,139,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1527,1695,158,118,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1230,1642,145,145,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1466,1586,149,131,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1160,1354,132,127,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1209,1433,166,122,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1270,1533,148,105,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1383,1446,184,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1562,1481,153,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1746,1437,153,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1602,1328,253,188,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1558,1158,197,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1733,1214,122,96,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1851,1594,170,180,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1986,1568,114,149,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2012,1739,179,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1960,1865,122,80,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2082,1573,171,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2226,1852,219,88,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2288,1581,187,188,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2200,1485,171,136,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2366,1398,175,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2480,1276,113,135,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2528,1179,65,131,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2388,1101,157,196,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2074,1354,200,140,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2178,1245,166,148,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2270,1166,140,158,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2126,1066,157,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1925,1276,179,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1947,1149,148,131,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2030,996,170,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1916,987,127,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1108,603,175,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1243,511,184,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1143,507,122,78,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1261,646,175,158,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1335,878,144,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1584,869,197,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1449,594,161,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1357,428,223,149,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1606,459,162,196,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1597,664,171,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1698,716,148,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1728,568,123,140,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1825,651,157,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1951,729,157,171,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1969,520,166,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2357,721,184,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2165,581,171,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2327,603,175,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2506,520,87,188,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2331,371,232,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2152,428,162,157,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2034,336,179,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1733,275,218,188,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1934,306,126,105,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1741,79,245,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1951,166,157,140,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2021,48,175,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1986,4,175,57,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2196,1,205,161,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,2493,0,100,148,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0223.JPG,1200,773,188,232,infected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1,144,98,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,3,4,113,140,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,208,148,214,219,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,173,0,157,87,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,322,1,144,104,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,466,1,179,91,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,571,39,244,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,881,9,240,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,789,48,205,214,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1012,1,236,204,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,684,205,171,171,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,628,310,266,236,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,514,511,210,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,680,585,214,241,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,894,660,223,187,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,885,865,227,236,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1379,9,175,65,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1558,266,258,271,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1833,4,267,127,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2100,1,253,134,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2489,0,104,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1877,314,197,241,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2266,48,201,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2270,170,184,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2196,279,240,219,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2130,463,197,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1759,550,210,184,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1833,686,271,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1991,533,200,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2091,690,210,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2301,646,205,145,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2135,830,183,148,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2366,725,227,262,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2349,974,240,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2104,983,275,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2410,1389,183,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2331,1223,188,188,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2248,1079,201,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1436,751,209,223,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1838,874,196,174,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1676,882,205,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1536,978,175,171,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1370,1005,214,218,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1427,1136,201,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1130,1027,218,122,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1077,1066,201,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1008,1171,187,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1222,1184,209,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1248,1306,201,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,894,1075,175,209,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,750,1066,170,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,693,1214,245,140,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,676,1328,297,162,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,885,1398,175,293,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,488,1035,218,271,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,317,1035,184,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,422,1262,214,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,462,1402,209,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,3,970,175,209,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,81,935,180,214,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,116,1127,223,192,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1,1625,102,232,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,90,1660,184,183,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,374,1765,236,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,641,1865,153,80,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,745,1774,149,171,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,877,1704,161,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1038,1669,254,183,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1213,1787,310,144,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1361,1616,219,214,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1554,1625,183,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1514,1289,214,214,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1593,1433,223,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1737,1787,210,148,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1741,1594,184,180,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1991,1769,214,176,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2165,1629,201,206,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2340,1581,210,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2157,1507,214,184,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2039,1380,209,184,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,2104,1179,192,206,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1720,1144,188,219,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1724,1079,253,170,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1868,1123,232,327,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0226.JPG,1147,861,276,196,infected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,-6,227,101,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,25,328,222,235,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,60,113,214,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,256,52,227,206,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,383,1,196,91,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,662,0,245,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,903,1,218,108,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1091,1,192,69,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1104,74,201,153,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1431,0,210,175,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1558,1,179,73,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1711,1,122,91,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1859,1,206,82,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2261,9,210,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2344,140,193,201,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2427,284,145,166,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2440,424,153,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1969,240,214,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2226,306,193,174,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,2130,393,258,179,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1584,223,227,227,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1309,288,214,219,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1523,384,218,223,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1230,450,201,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,1392,507,223,209,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,942,201,284,262,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,566,319,280,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,745,450,201,210,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,662,625,232,209,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,514,699,192,205,uninfected_cell
P.FALCIPARUM/gametocits/DSCN0229.JPG,396,729,131,219,uninfected_cell
